language,genre,lyrics,,Song Name,artist
bn,folk,"প্রথম বাংলাদেশ, আমার শেষ বাংলাদেশ,
জীবন বাংলাদেশ আমার মরণ বাংলাদেশ,
বাংলাদেশ, বাংলাদেশ, বাংলাদেশ।।
আমার আঙিনায় ছড়ানো বিছানো,
সোনা সোনা ধুলিকণা,
মাটির মমতায় ঘাস ফসলে,
সবুজের আল্পনা,
আমার তাতেই হয়েছে
স্বপ্নের বীজবোনা।।
অরূপ জোছনায়, সাজানো রাঙানো
ঝিলিমিলি চাঁদ তলে
নিবিড় মমরায়, পিউ পাপিয়া
হৃদয়ের দ্বার খোলে,
আমি তাতেই রেখেছি
স্বপ্নের দ্বীপ জ্বেলে।।",,"প্রথম বাংলাদেশ, আমার শেষ বাংলাদেশ",
bn,pop,"মেঘের নিচে ঢেকে থাকা নীল আলোড়ন ,
 অস্থির চিত্তে গেয়ে যাওয়া প্রকৃতির গান,
 আঙ্গুল ছুঁয়ে যাওয়া বৃষ্টির জল
 অনুভূতির ছোঁয়ায় পাওয়া অসীম স্বপ্নের দল
 তুমি কি আর এসব ভাবনায় হারাও আনমনে
 হারাও কি আর আগেরই মতো
 চোখেরই নরম জলে
বালিশ চেপে বোবা কান্না কাঁদায় আমায় শুধু
একাকীত্বের বোবা বেদনা ভাবায় আমায় শুধু
স্মৃতিগুলো ঘিরে থাকে আমাকে
আর বৃষ্টি নামায়
মনের মাঝে না বলা কথা গুলো
আমায় ভাবায়
 তুমি কি আর এসব ভাবনায় হারাও আনমনে
 হারাও কি আর আগেরই মতো
 চোখেরই নরম জলে",,Megher Niche|| মেঘের নিচে || Lyrics,
bn,pop,"কোন চাঁদের জ্যোছনা মেখে
পাগলামী এতো বেশী
কোন বুকের আলিঙ্গনে
ভুলেই গেলে ভালবাসি………",,ও দূর বাসি,
bn,rock,"এ হৃদয় কাননে প্রতিদিন যে ভোরে
কত ফুল ফোটে আর যায় ঝরে
শুধু থাকি বসে, এলো সে মেয়েটি
কুড়াতে ফুলেদের আচলে, নাম জানতে
বললো সে ফুলের নামে ডেকো 
শোনো শোনো মেয়ে থাকো না কিছুক্ষণ
ঝরা ফুল দেবো, তার সাথে দেবো মন
 অজানায় প্রভাতে ভৈরবীর সুরেতে
ভেঙ্গেছ দুচোখ মন জুড়ে
ফাগুনের হওয়াতে দুলেছি সব ভুলে
তোমার ওই নূপুরের সুখ ছন্দে
তুলেই ঝড় যেও না দিয়ে মরণ 
শোনো শোনো মেয়ে থাকো না কিছুক্ষণ
ঝরা ফুল দেবো, তার সাথে দেবো মন",,এ হৃদয় কাননে,
bn,folk,"কে কথা কয় রে দেখা দেয় না?
নড়ে চড়ে হাতের কাছে
খুঁজলে জনমভর মেলে না।।
খুঁজি তারে আসমান জমিন
আমারে চিনি না আমি,
এ বিষম ভ্রমের ভ্রমি
আমি কোন্‌ জন, সে কোন্‌ জনা।।
হাতের কাছে হয় না খবর,
কি দেখতে যাও দিল্লির শহর!
সিরাজ সাঁই কয়, folk  রে তোর
সদাই মনের ঘোর গেল না।।",,কথা কয় রে দেখা দেয় না,
bn,classical (rabindra),"বিশ্ব সাথে যোগে যেথায় বিহারো
সেইখানে যোগ তোমার সাথে আমারও।।
নয়কো বনে, নয় বিজনে নয়কো আমার আপন মনে
সবার যেথায় আপন তুমি
হে প্রিয়, সেথায় আপন আমারও।।
সবার পানে যেথায় বাহু পসারো
সেইখানেতেই প্রেম জাগিবে আমারও।
গোপনে প্রেম রয় না ঘরে
আলোর মতো ছড়িয়ে পড়ে
সবার তুমি আনন্দধন
হে প্রিয়, আনন্দ সেই আমারও।।",,বিশ্ব সাথে যোগে যেথায় বিহারো,
bn,Hip-hop,"নতুন নাম এ ডাকো আমায় এইতো ছিলো কামনা,
রঙের ও পরশে রাঙ্গিয়ে দিলে মনের যতো বাসনা।
কে তুমি বলো না।
নতুন নাম এ ডাকো আমায় এইতো ছিলো কামনা,
রঙের ও পরশে রাঙ্গিয়ে দিলে মনের যতো বাসনা।
কে তুমি বলো না। 
প্রজাপতি মনে আমার, কেন যে বাজে শুধু বীণা,
আকাশ ও দীপালী কেন বলে, কেঁদো তুমি কেঁদো না।
এতো যে সুখ সইবে কি সইবে কি যানি না।
নতুন নাম এ ডাকো আমায় এইতো ছিলো কামনা,
রঙের ও পরশে রাঙ্গিয়ে দিলে মনের যতো বাসনা।
কে তুমি বলো না। 
মায়ার ও বাধনে দিয়ে ধরা খাচার পাখী মেলে ডানা,
সুখ ও স্বপনে হয়ে বিভোর মানে যে আর কনো মানা।
এতো যে সুখ সইবে কি সইবে কি যানি না।
নতুন নাম এ ডাকো আমায় এইতো ছিলো কামনা,
রঙের ও পরশে রাঙ্গিয়ে দিলে মনের যতো বাসনা।
কে তুমি বলো না। 
কতো না গানের সুরে সুরে করেছো আমায় রচনা,
সেই সুরেতে ভেসে আমি পেয়েছি আমার ঠিকানা।
এতো যে সুখ সইবে কি সইবে কি যানি না।
নতুন নাম এ ডাকো আমায় এইতো ছিলো কামনা,
রঙের ও পরশে রাঙ্গিয়ে দিলে মনের যতো বাসনা।
কে তুমি বলো না।",,নতুন নাম এ ডাকো আমায়—,
bn,pop,"কেন তুমি ফিরে এলে
আমি অন্ধকারে খুজে পাই নি যারে
যদি আলোয় তারে পেলে
তুমি কি দেখে কথা না রেখে
তখন তো চলে গেলে।।
মন থেকে সবই যদি যায় সরে
প্রেম এলো কেন সেই পথ ধরে।
ছিল যদি ভালবাসার সেই মন
সেই ভালবাসা কি যাবে থেমে
তুমি কি দেখে কথা না রেখে
তখন তো চলে গেলে
সব শেষ হয়ে মন শূণ্য এখন
সেই আগের মত ফিরে দেখি যত
যেন হারিয়েছি সেই দেখার নয়ন।
অন্তরে যদি আজ ঝড় উঠে
যদি সে মুখের ছবি আর নাই ফোঁটে।
আধারেই আছি ভেবো না আর
হৃদয়ে রেখেছি আগুন জ্বেলে
তুমি কি দেখে কথা না রেখে
তখন তো চলে গেলে।।",,কেন তুমি ফিরে এলে,
bn,Hip-hop,"এই বৃষ্টি ভেজা রাতে চলে যেও না।
বৃষ্টির ছন্দে বকুলের গন্ধে।
আমায় তুমি ফেলে যেও না।।
এতদিন পরে কাছে এলে
ওগো এখনি কেন যাবে চলে
এ হৃদয় জুড়ে পিয়াসা
ভেঙ্গে দিওনা আমার এ আশা
ভালো যদি আমায় নাই বাসো একটু করো করুণা।।
জীবনের আকাঁবাকাঁ পথে
ও গো কে রবে তোমার সাথে সাথে
সবাই যখন চলে যাবে
তবু আমায় তখন কাছে পাবে
তুমি ছাড়া জীবনে
আর তো কিছুই চাইবো না।।",,এই বৃষ্টি ভেজা রাতে,
bn,pop,"আলো ভেবে যারে আমি জীবনে জড়াতে চাই
সে তো আলো নয় যেন আলেয়া।।
নিরজনে আমি শুধু আধারে হারিয়ে যাই
সে তো আলো নয় যেন আলেয়া।।
শপথের মালা সে তো খুলে ফেলেছে
ভালবাসা স্মৃতিটুকু মুছে ফেলেছে।।
সুখের বাগানে সেতো আগুন জ্বেলেছে
না ফোঁটা গোলাপ কলি ঝরে পড়েছে।",,আলো ভেবে যারে আমি,
bn,devotional,"একা মোর গানের তরী ভাসিয়েছিলাম নয়ন-জলে।
সহসা কে এলে গো এ তরী বাইবে ব’লে
যা ছিল কল্পমায়া, সে কি আজ ধরল কায়া?
কে আমার বিফল মালা পরিয়ে দিল তোমার গলে।
কেন মোর গানের ভেলায় এলে না প্রভাত-বেলায়?
হলে না সুখের সাথী জীবনের প্রথম দোলায়।
বুঝি মোর করুণ গানে ব্যাথা তাঁর বাজল প্রাণে,
এলে কি দু’কুল হতে কূল মেলাতে এ অকূলে।। –",,একা মোর গানের তরী ভাসিয়েছিলাম নয়ন-জলে,
bn,pop,"আমার না যদি থাকে সুখ
তোমার আছে তুমি তা দেবে
তোমার গন্ধহারা ফুল
আমার কাছে সুরভি নেবে
এরই নাম প্রেম
জীবনে যা গর্ব হয়
মরণে নেই পরাজয়
চোখের স্মৃতির মণিদীপ
মনের আলোয় কিছু কি নিভে
এরই নাম প্রেম
দুজনেই দুজনাতে মুগ্ধ
দুজনের বুকে কত সুন্দর
দুজনার গীতালীর ছন্দে
তন্ময় দুজনার অন্তর
এর কাছে স্বর্গ-সুধার
বেশী আছে মূল্য কি আর
আমার দেবতা সেও তাই
প্রেমের কাঙাল পেয়েছি ভেবে
এরই নাম প্রেম",,আমার না যদি থাকে সুখ,
bn,folk,"মন আমার গেল জানা।
কারো রবে না এ ধন জীবন যৌবন
তবেরে কেন এত বাসনা;
একবার সবুরের দেশে বয় দেখি দম কষে
উঠিস নারে ভেসে পেয়ে যন্ত্রণা।।
যে করল কালার চরণের আশা
জানোনারে মন তার কী দুর্দশা
ভক্তবলী রাজা ছিল, সর্বস্ব ধন নিল
বামুনরূপে প্রভু করে ছলনা।।
প্রহ্লাদ চরিত্র দেখ চিত্রধামে
কত কষ্ট হল সেই কৃষ্ণনামে
তারে অগ্নিতে জ্বালালো জলে ডুবাইল
তবু না ছাড়িল শ্রীরূপসাধনা।।
কর্ণরাজা ভবে বড় দাতা ছিল
অতিথিরূপে তার সবংশ নাশিল
তবু কর্ণ অনুরাগী, না হইল দুখী
অতিথির মন করল সান্ত্বনা।।
রামের ভক্ত লক্ষণ ছিল সর্বকালে
শক্তিশেল হানিল তার বক্ষস্হলে
তবু রামচন্দ্রের প্রতি, লক্ষণ না ভুলিল ভক্তি
folk  বলে কর এ বিবেচনা।।",,রবে না এ ধন,
bn,pop,"মরি হায় রে হায় দুঃখে আগুন জ্বলে
হাজার টাকার বাগান খাইলো পাঁচসিকার  ছাগলে
মরি হায় হায় রে।।
(বলো বলো বলো…..)
ও হো…..
চালে ধরে চাল কুমড়া
গাছে ধরে বেল।
এত জিনিস থাকতে কেন সরিষার মধ্যে তেল
মরি হায় হায় রে
হো হো…
তেলাপোকা গোবড়াপোক পোকা নানা জাতি।
এত পোকা থাকতে কেন জোনাকীর পিছে বাতি
মরি হায় হায় রে
হো হো…
খান শুকনা বিল শুকনা নামে না যে ঢল।
এত জায়গা থাকতে কেন ডাবের মধ্যি জল
মরি হায় হায় রে।।",,মরি হায় রে হায় দুঃখে আগুন জ্বলে,
bn,country,"আমি কূলহারা কলংকিনী।
আমারে কেউ ছইয়ো না সজনী।
প্রেম করলাম প্রান বন্ধুর সনে
যে দুঃখ পেয়েছি মনে।
আমার কেঁদে যায় দিন রজনী।।
প্রেম করা যে স্বর্গের খেলা
বিচ্ছেদে হয় নরক জ্বালা
আমার মন জানে আমি জানি।।
সখী আমার উপায় বলো না
এ জীবনে দূর হইলো না।
country করিমের পেরেশানি।।",,আমি কূলহারা কলংকিনী,
bn,classical (rabindra),"যারে নিজে তুমি ভাসিয়েছিলে দুঃখধারার ভরা স্রোতে
তারে ডাক দিলে আজ কোন্‌ খেয়ালে
আবার তোমার ও পার হতে।।
শ্রাবণ-রাতে বাদল-ধারে উদাস ক’রে কাঁদাও যারে
আবার তারে ফিরিয়ে আনো ফুল-ফোটানো ফাগুন-রাতে।।
এ পার হতে ও পার ক’রে বাটে বাটে ঘোরাও মোরে।
কুড়িয়ে আনা, ছড়িয়ে ফেলা, এই কি তোমার একই খেলা
লাগাও ধাঁধা বারে বারে এই আঁধারে এই আলোতে।।",,যারে নিজে তুমি ভাসিয়েছিলে,
bn,rock,"যখন কিশোরীর হাতে সূতোয় বোনা সবুজ গ্রাম
যখন রং তুলিতে আঁকা বাংলার মুখ অবিরাম
যখন গাই এখানেই শুধু শরতের রং এ হয় শেষ
সেই শুভ্র কাঁশফুল ঘিরে দেখে যাই সবুজের দেশ
মেঘে মেঘে, কিছু ভেজা পাখির দল
মেঘ হারিয়ে, নীল ছাড়িয়ে, খুঁজে ফেরে বাংলাদেশ
যেখানে লাল সূর্যের রংয়ে রাজপথে মিছিল
যেখানে কুয়াশার চাঁদর আকাশ থাকে নীল
যেখানে রিম ঝিম বৃষ্টি শুকনো মাটির টানে
অবিরাম ঝড়ে সবুজ সাজায় ……
মেঘে মেঘে, কিছু ভেজা পাখির দল
মেঘ হারিয়ে, নীল ছাড়িয়ে, খুঁজে ফেরে বাংলাদেশ
যখন এক চোখে ঘুম ঘুম, এক চোখে নীল রাত
আমায় ভাবিয়ে যায়
যখন এক হাতে রোদ্দুর এক হাতে গোলাপ
সবুজ ছুঁয়ে ভাবায় আমায়
একদিকে নীল নীল, এক দিকে কাঁশফুল, দু’চোখ যেখানে শেষ
এক প্রান্তে সবুজ, এক প্রান্তে লাল,
আমার বাংলাদেশ ……",,বাংলাদেশ,
bn,Hip-hop,"ও আমার উড়াল পংখী রে
যা যা তুই উড়াল দিয়া যা
আমি থাকবো মাটির ঘরে
আমার চক্ষে বৃষ্টি পরে
তোর হইব মেঘের উপরে বাসা
ও আমার উড়াল ………
আমার মনে ব্যজায় কষ্ট
সেই কষ্ট হইল পষ্ট
দুই চক্ষে ভর করিল
আঁধার নিরাশায়
তোর হইল মেঘের উপরে বাসা
ও আমার উড়াল……
মেঘবতী দূধ কুমারী
মেঘের উপরে থাকো
সুখ দুঃখ দুই বইনেরে
কোলের উপরে রাখো
মাঝে মইধ্যে কান্দন করা
মাঝে মইধ্যে হাসা
মেঘবতি আজ নিয়াছে
মেঘের উপরে বাসা
ও আমার উড়াল………
ও আমার উড়াল পংখী রে
যা যা তুই উড়াল দিয়া যা
আমি থাকবো মাটির ঘরে
আমার চক্ষে বৃষ্টি পরে
তোর হইবে মেঘের উপরে বাসা
ও আমার উড়াল ………",,ও আমার উড়াল পংখী রে,
bn,jazz,"তোমরা কইও গো বুঝাইয়া
প্রাণ বন্ধু মোর আসবে কী গো
আমি যদি যাই মরিয়া !
জৈষ্ঠ গেলো আষাঢ় গেলো শ্রাবণ ফুরাইলো
কারে দিবো সোনার যৌবন
না আসলে ফিরিয়া
হায়গো-প্রাণ বন্ধু মোর আসবে কী গো
আমি যদি যাই মরিয়া !
তুমরা তো বুঝাও গো সখি
মনে তো বুঝে না
দেইখা আইলাম বন্ধুর বাসর
ফুলে ফুলে ভরা
হায়গো-প্রাণ বন্ধু মোর আসবে কী গো
আমি যদি যাই মরিয়া !
কালো রুপের জ্বালা সখি
বুঝিবে কেমনে ।।
যে দেইখাছে সে মইরাছে
জানে আমার মনে
হায়গো-………
প্রাণ বন্ধু মোর আসবে কী গো
আমি যদি যাই মরিয়া !
তুমরা যদি দেখতে সখি
আমারই নয়নে ।।
কুলো মান ছাড়িয়া যাইত
পাগলিনী হইয়া 
তোমরা কইও গো বুঝাইয়া
প্রাণ বন্ধু মোর আসবে কী গো
আমি যদি যাই মরিয়া !
সুত্রঃ-ক্ষুদে গানরাজ প্রতিযোগিতায়  প্রথম শোনা গান, আসল শিল্পীর নাম জানিনা।",,তোমরা কইও গো বুঝাইয়া,
bn,classical (rabindra),"কোথা যে উধাও হল মোর প্রাণ উদাসী
        আজি ভরা বাদরে॥
     ঘন ঘন গুরু গুরু গরজিছে,
ঝরো ঝরো নামে দিকে দিগন্তে জলধারা–
মন ছুটে শূন্যে শূন্যে অনন্তে অশান্ত বাতাসে॥",,কোথা যে উধাও হল মোর প্রাণ উদাসী,
bn,Hip-hop,"গারে সানি সা রে রে
গারে সানি পা
নিসা নিসা রে পা গা রে
গারে সানি পানি সারে
পাগা রেসা নিসা রেগা
সারে সারে রেগা রেগা
গামা গামা পানি সারে
ও বন্ধু তুমি শুনতে কি পাও(২)
এ গান আমার ও এ গান আমার(২)
ছুঁয়ে যাবে এ সুর হৃদয়ে তোমার(২)
এ গান আমার ও এ গান আমার(২)
ও বন্ধু তুমি শুনতে কি পাও(২)
এ গান আমার ও এ গান আমার(২)
জানি না কোথায় আছো
তুমি কত দূরে
আমার এ মনের কথা,
যায় ভেসে সুরে ও ও (২)
যদি পার সামনে এসো,
কাছে এসে ভালবাসো(২)
বুঝ নাকি ভালবাসা করে হাহাকার
ছুঁয়ে যাবে এ সুর হৃদয়ে তোমার
এ গান আমার ও এ গান আমার(২)
ও বন্ধু তুমি শুনতে কি পাও(২)
এ গান আমার ও এ গান আমার(২)
কেন এই লুকোচুরি
কি কারণে জানি না
কাছে যেতে চাই তবু কেন,
যেতে পারি না ও ও(২)
বলনাকো কার ভুলেতে,
দেখা তুমি চাও না দিতে(২)
বলো কবে দু’টি মন হবে একাকার
ছুঁয়ে যাবে এ সুর হৃদয়ে তোমার
এ গান আমার ও এ গান আমার(২)
ও বন্ধু তুমি শুনতে কি পাও(২)
এ গান আমার ও এ গান আমার(২)
ছুঁয়ে যাবে এই সুর হৃদয়ে তোমার(২)
এ গান আমার ও এ গান আমার(২)
ও বন্ধু তুমি শুনতে কি পাও(২)
এ গান আমার ও এ গান আমার(২)",,ও বন্ধু তুমি শুনতে কি পাও,
bn,pop,"যারে ঘর দিলা সংসার দিলা রে।
তারে বৈরাগী মন কেন দিলা রে।।
যে অন্তরে ভালবাসা স্বপন জীবন ভর
সেই অন্তরে কত জ্বালা কত ঘৃণা পর।
যারে নয়ন দিলা
যারে নয়ন দিলা আলো দেখিতে
গুরু আঁধার জীবন কেন দেও তারে।
আঁধার জীবন কেন দেও তারে",,যারে ঘর দিলা,
bn,classical (nazrul),"আমার আপনার চেয়ে আপন যে জন
খুঁজি তারে আমি আপনায়
আমি শুনি যেন তার চরণের ধ্বনি
আমারে পিয়াসী বাসনায়।।
আমারে মনেরো তৃষিত আকাশে
কাঁদে সে চাতক আকুলো তিয়াসে
কভু সে চাতক শুধা চোর আসে
নিশিথে স্বপনে জোছনায়।।
আমারে মনের পিয়ালো তমালে
হেরে তারে স্নেহ মেঘ শ্যাম
অশনি আলোকে হেরি তারে ফির
বিজলী উজল অভিরাম।।
আমারে রচিত কাননে বসিয়া
পরানো পিয়ারে মালিকা রচিয়া
সে মালা সহসা দেখিনু জাগিয়া
আপনারে গলে দোলে হায়।।
আমার আপনার চেয়ে আপন যে জন
খুঁজি তারে আমি আপনায়।।",,আমার আপনার চেয়ে আপন,
bn,folk,"বারে বার ডাকি তোমায়
ক্ষম ক্ষম অপরাধ……!
বড় সঙ্কটে পড়িয়া এবার
ওগো দয়াল
বারে বার ডাকি তোমায়
ক্ষম ক্ষম অপরাধ……!
দাসের পানে একবার চাও হে দয়াময়
ক্ষম অপরাধ।
তোমারি ক্ষমতায় আমি
যা ইচ্ছে তাই কর তুমি ।।
রাখ মার সে নাম নামি ।।
ওগো দয়াল
তোমারি এই জগৎময়
পাপী অধম তরাইতে সাঁই
পতিত পাবন নাম শুনতে পাই ।।
সত্য মিথ্যা জানবো হেথায় ।।
ওগো দয়াল তরাইতে আজ আমায়
কসুর পেয়ে মার যারে
আবার দয়া হয় গো তারে ।।
folk  বলে এ সংসারে
অগো দয়াল
আমি কি তোমার কেহই নই..",,ক্ষম ক্ষম অপরাধ,
bn,classical (rabindra),"দিনের পরে দিন-যে গেল আঁধার ঘরে,
তোমার আসনখানি দেখে মন-যে কেমন করে।
ওগো বঁধু, ফুলের সাজি মঞ্জরীতে ভরল আজি–
ব্যথার হারে গাঁথব তারে, রাখব চরণ-‘পরে।।
পায়ের ধ্বনি গণি গণি রাতের তারা জাগে।
উত্তরীয়ের হাওয়া এসে ফুলের বনে লাগে।
ফাগুনবেলার বুকের মাঝে পথ-
চাওয়া সুর কেঁদে বাজে–
প্রাণের কথা ভাষা হারায় চোখের জলে ঝরে।।",,দিনের পরে দিন যে গেল,
bn,classical (rabindra),"বহু যুগের ও পার হতে আষাঢ় এল আমার মনে,
কোন্‌ সে কবির ছন্দ বাজে ঝরো ঝরো বরিষনে॥
যে মিলনের মালাগুলি   ধুলায় মিশে হল ধূলি
গন্ধ তারি ভেসে আসে আজি সজল সমীরণে॥
সে দিন এমনি মেঘের ঘটা রেবানদীর তীরে,
এমনি বারি ঝরেছিল শ্যামলশৈলশিরে।
মালবিকা অনিমিখে   চেয়ে ছিল পথের দিকে,
সেই চাহনি এল ভেসে কালো মেঘের ছায়ার সনে॥",,বহু যুগের ও পার হতে আষাঢ় এল আমার মনে,
bn,classical (rabindra),"মম   যৌবননিকুঞ্জে গাহে পাখি–
সখি, জাগ’ জাগ’।
মেলি রাগ-অলস আঁখি–
অনুরাগ-অলস আঁখি   সখি, জাগ’ জাগ’ ॥
আজি  চঞ্চল এ নিশীথে
জাগ’  ফাগুনগুণগীতে
অয়ি  প্রথমপ্রণয়ভীতে,
মম  নন্দন-অটবীতে
পিক  মুহু মুহু উঠে ডাকি–সখি, জাগ’ জাগ’ ॥
জাগ’  নবীন গৌরবে,
নব  বকুলসৌরভে,
মৃদু  মলয়বীজনে
জাগ’ নিভৃত নির্জনে।
আজি  আকুল ফুলসাজে
জাগ’  মৃদুকম্পিত লাজে,
মম  হৃদয়শয়নমাঝে,
শুন  মধুর মুরলী বাজে
মম   অন্তরে থাকি থাকি– সখি, জাগ’ জাগ’ ॥",,মম   যৌবননিকুঞ্জে গাহে পাখি,
bn,Hip-hop,"তোর প্রেমেতে অন্ধ হলাম , কি দোষ দিবি তাতে,
বন্ধু তোকে খুঁজে বেড়াই , সকাল-দুপুর-রাতে।
তোর প্রেমেতে অন্ধ হলাম , কি দোষ দিবি তাতে,
বন্ধু তোকে খুঁজে বেড়াই , সকাল দুপুর রাতে।
আগুন জেনেও পুড়লাম আমি, দিলাম তাতে ঝাপ।
তোর আমার প্রেমে ছিলোরে বন্ধু, ছিলো পুরাটাই পাপ।
তোর প্রেমেতে অন্ধ হলাম ,কি দোষ দিবি তাতে ,
বন্ধু তোরে খুঁজে বেড়াই ,  সকাল – দুপুর – রাতে । 
তোর কারনে ভুললাম আমি ,গোত্র জাতি কুল ,
কাঁটার সাথে করলাম সন্ধি , পায়ে পিষে ফুল ।
তোর কারনে ভুললাম আমি ,গোত্র জাতি কুল ,
কাঁটার সাথে করলাম সন্ধি , পায়ে পিষে ফুল ।
কেমন করে সইবো আমি  ,প্রেম আগুনের তাপ ,
তোর আমার প্রেমে ছিলো রে ,বন্ধু  ছিলো পুরোটাই পাপ ।
কেমন করে সইবো আমি  ,প্রেম আগুনের তাপ ,
তোর আমার প্রেমে ছিলো রে ,বন্ধু  ছিলো পুরোটাই পাপ ।
পথ হারানো পথিক হলাম , সব হারিয়ে নিঃস্ব ।
তোর আমার এই প্রেমের , কি দাম দেবে বিশ্ব  ।
পথ হারানো পথিক হলাম , সব হারিয়ে নিঃস্ব ।
তোর আমার এই প্রেমের , কি দাম দেবে বিশ্ব  ।
প্রেমের নামে কিনলাম আমি  , নিঠুর অভিশাপ ,
তোর আমার প্রেমে ছিলো রে বন্ধু  ,ছিলো পুরোটাই পাপ । 
তোর প্রেমেতে অন্ধ হলাম , কি দোষ দিবি তাতে ,
বন্ধু তোরে খুঁজে বেড়াই , সকাল – দুপুর – রাতে ।",,তোর প্রেমেতে অন্ধ হলাম,
bn,Hip-hop,"ঝড়ের পাখি আজানার পানে ছুটে চলেছি
এ পথের শেষ হবে কবে জানি না
পথ হারা পথ বেয়ে চলেছি
আমি এক নীড়হারা ঝড়ের পাখি
আজানার পানে ছুটে চলেছি
এ পথের শেষ হবে কবে জানি না
পথ হারা পথ বেয়ে চলেছি
ঝড় যদি বলে দিত কি যে আছে কি যে হবে
এ পথের শেষ প্রান্তে।
জীবনের দ্বিধাটুকু মিটিয়ে দিতেম
আমি সাগরের অতলান্তে
ঝড় শুধু হাসে তার খেয়ালের হাসি।
জীবনের প্রেম তাই ***
আমি এক নীড়হারা ঝড়ের পাখি
তোমরা নীড়ের পাখি নীড়হারা জীবনের
ব্যাথাটুকু যদি জানতে।
অচেনা আমার নামে হৃদয়ের অঞ্জলি
দুটি হাত ভরে আনতে
মান কি বা নাই মান তোমাদের খুশি।
আমার কথাটি আমি বলেছি
আমি এক নীড়হারা ঝড়ের পাখি
আজানার পানে ছুটে চলেছি
এ পথের শেষ হবে কবে জানি না
পথ হারা পথ বেয়ে চলেছি।",,আমি এক নীড়হারা ঝড়ের পাখি,
bn,Hip-hop,"দয়াল কী সুখ তুমি পাও, সুখের ঘরে আগুন দাও
যে জন তোমার দয়ার কাঙ্গাল তারে কান্দাও
দুখিনী মার চোখের পানি না শুকাইতে চোখে
অকূলে ভাসাইলা তারে পুত্রহারা শোকে
দুখে তুমি যার সহায়, তার কি হবে উপায়
বুকের মানিক বুকে আবার ফিরাইয়া দাও।। (ও দয়াল)
বিরহিনীর মনের আশা রইয়া গেল মনে
সোনার স্বপন পুইড়া গেল নিদারুন আগুনে
আশার আলো জ্বেলে দাও, তার পানে ফিরা চাও
অভাগিনীর প্রাণের জ্বালা জুড়াইয়া দাও (ও দয়াল)",,দয়াল কী সুখ তুমি পাও,
bn,Hip-hop,"এখানে দুজনে নির্জনে
সাজাবো প্রেমেরও পৃথিবী
পাখি শোনাবে যে গান
সুরে ভরে দেবে প্রাণ
ফুল দেবে ছড়িয়ে সুরভি
তুমি আমি হয়ে যাবো একাকার
প্রেম ছাড়া রবে না কিছু আর
তুমি সূর্য তুমি চন্দ্র
আমার দুটি নয়নে
এসো এসো হৃদয়েরও বিছানায়
দিন যেন এভাবেই কেটে যায়
আমি ধন্য আমি পূর্ণ
তোমায় পেয়ে জীবনে",,এখানে দুজনে নির্জনে,
bn,Hip-hop,"এ গানে প্রজাপতি পাখায় পাখায় রঙ ছড়ায়,
এ গানে রামধনু তার সাতটি রঙের দোল ঝড়ায়।।
সীমানা ছাড়িয়ে যাই যে হারিয়ে
গানে আমার কে যে দিল সুর।
সে তো জানিনা, সে তো জানিনা।।
আমার এ গান সুনীল সাগরকোলে
মুক্তো খোঁজে শুধু যে ঝিনুক তোলে
লা, লা, লা…লা, লা, লা…লা, লা, লা।
সে কার বাঁশীতে চাই যে হাসিতে
কাছে আমার আসে কেন দূর।
সে তো জানিনা, সে তো জানিনা।।",,এ গানে প্রজাপতি পাখায় পাখায় রঙ ছড়ায়,
bn,pop,"চলে গেছ আমায় ছেড়ে
দিয়ে গেছ শুধু যন্ত্রণা ।।
সুখে থেকো
ভালো থেকো
এই শুধু মোর সান্তনা
চলে গেছো……
আকাশের তারা গুলো
কেঁদে কয় একি হলো
প্রদীপের এতো আলো
কেন আজ নিভে গেলো
স্মৃতি তবু কেন ভোলা যায় না 
চলে গেছ আমায় ছেড়ে
দিয়ে গেছ শুধু যন্ত্রণা ।।
সুখে থেকো
ভালো থেকো
এই শুধু মোর সান্তনা
চলে গেছো……
তুমি তো বলেছিলে
যাবে না আমায় ভুলে
কেন চলে গেলে
আমায় একা ফেলে
তবে কি সবই ছিল ছলনা 
চলে গেছ আমায় ছেড়ে
দিয়ে গেছ শুধু যন্ত্রণা ।।
সুখে থেকো
ভালো থেকো
এই শুধু মোর সান্তনা
চলে গেছো……",,চলে গেছ আমায় ছেড়ে,
